income_over_75,french,german,orientation_straight,new_york,single_yhat
0,0,0,0,0,0.9793859649122807
0,0,0,0,1,1.0
0,0,0,1,0,1.0
0,0,0,1,1,1.0
0,0,1,0,0,0.9915966386554622
0,0,1,1,0,1.0
0,1,0,0,0,0.9625
0,1,0,1,0,0.9994926433282597
0,1,1,0,0,0.9508196721311475
0,1,1,1,0,1.0
1,0,0,0,0,1.0
1,0,0,1,0,1.0
1,0,1,0,0,0.8888888888888888
1,0,1,1,0,1.0
1,1,0,0,0,1.0
1,1,0,1,0,1.0
1,1,0,1,1,1.0
1,1,1,0,0,1.0
1,1,1,1,0,1.0
