income_over_75,french,german,orientation_straight,new_york,single_yhat
0,0,0,0,0,0.9850877192982456
0,0,0,0,1,1.0
0,0,0,1,0,0.9972050158634235
0,0,0,1,1,1.0
0,0,1,0,0,0.9831932773109243
0,0,1,1,0,0.9983221476510067
0,1,0,0,0,0.9875
0,1,0,1,0,0.9984779299847792
0,1,1,0,0,0.9836065573770492
0,1,1,1,0,1.0
1,0,0,0,0,1.0
1,0,0,1,0,0.9946595460614153
1,0,1,0,0,0.8888888888888888
1,0,1,1,0,1.0
1,1,0,0,0,1.0
1,1,0,1,0,1.0
1,1,0,1,1,1.0
1,1,1,0,0,1.0
1,1,1,1,0,1.0
