education_undergrad_university,body_type_regular,pro_dogs,employed,single_yhat
0,0,0.0,0,1.0
0,0,0.0,1,0.9939550949913645
0,0,1.0,0,1.0
0,0,1.0,1,0.9994505494505495
0,1,0.0,0,1.0
0,1,0.0,1,0.99359316604378
0,1,1.0,0,1.0
0,1,1.0,1,1.0
1,0,0.0,0,0.997275204359673
1,0,0.0,1,0.9905308464849354
1,0,1.0,0,1.0
1,0,1.0,1,0.9992097984986171
1,1,0.0,0,1.0
1,1,0.0,1,0.9926519706078825
1,1,1.0,0,0.9956521739130435
1,1,1.0,1,0.9988751406074241
