education_undergrad_university,body_type_regular,pro_dogs,employed,single_yhat
0,0,0.0,0,0.9955947136563876
0,0,0.0,1,0.9956822107081175
0,0,1.0,0,0.9930555555555556
0,0,1.0,1,1.0
0,1,0.0,0,0.9957446808510638
0,1,0.0,1,0.9951948745328351
0,1,1.0,0,1.0
0,1,1.0,1,1.0
1,0,0.0,0,0.997275204359673
1,0,0.0,1,0.9931133428981349
1,0,1.0,0,1.0
1,0,1.0,1,0.9996048992493086
1,1,0.0,0,0.9926289926289926
1,1,0.0,1,0.9916499665998664
1,1,1.0,0,1.0
1,1,1.0,1,1.0
