income_over_75,french,german,orientation_straight,new_york,available_yhat
0,0,0,0,0,0.0
0,0,0,0,1,0.0
0,0,0,1,0,0.000982021453391751
0,0,0,1,1,0.0
0,0,1,0,0,0.0
0,0,1,1,0,0.0016778523489932886
0,1,0,0,0,0.0
0,1,0,1,0,0.0010147133434804667
0,1,1,0,0,0.0
0,1,1,1,0,0.0
1,0,0,0,0,0.0
1,0,0,1,0,0.0
1,0,1,0,0,0.0
1,0,1,1,0,0.0
1,1,0,0,0,0.0
1,1,0,1,0,0.0
1,1,0,1,1,0.0
1,1,1,0,0,0.0
1,1,1,1,0,0.0
