education_undergrad_university,body_type_regular,pro_dogs,employed,single_yhat
0,0,0.0,0,0.986784140969163
0,0,0.0,1,0.9930915371329879
0,0,1.0,0,1.0
0,0,1.0,1,0.9994505494505495
0,1,0.0,0,0.9914893617021276
0,1,0.0,1,0.993059263214095
0,1,1.0,0,1.0
0,1,1.0,1,1.0
1,0,0.0,0,1.0
1,0,0.0,1,0.9911047345767575
1,0,1.0,0,1.0
1,0,1.0,1,1.0
1,1,0.0,0,0.995085995085995
1,1,0.0,1,0.9966599866399466
1,1,1.0,0,1.0
1,1,1.0,1,1.0
