education_undergrad_university,body_type_regular,pro_dogs,employed,single_yhat
0,0,0.0,0,0.973568281938326
0,0,0.0,1,0.9900690846286702
0,0,1.0,0,0.9930555555555556
0,0,1.0,1,1.0
0,1,0.0,0,0.9829787234042553
0,1,0.0,1,0.9781099839829152
0,1,1.0,0,1.0
0,1,1.0,1,0.9991518235793045
1,0,0.0,0,0.9645776566757494
1,0,0.0,1,0.981922525107604
1,0,1.0,0,0.9955947136563876
1,0,1.0,1,1.0
1,1,0.0,0,0.9336609336609336
1,1,0.0,1,0.9722778891115564
1,1,1.0,0,0.9956521739130435
1,1,1.0,1,0.9983127109111362
