income_over_75,french,german,orientation_straight,new_york,single_yhat
0,0,0,0,0,0.9785087719298246
0,0,0,0,1,1.0
0,0,0,1,0,1.0
0,0,0,1,1,1.0
0,0,1,0,0,0.9663865546218487
0,0,1,1,0,1.0
0,1,0,0,0,0.955
0,1,0,1,0,1.0
0,1,1,0,0,0.9344262295081968
0,1,1,1,0,1.0
1,0,0,0,0,1.0
1,0,0,1,0,1.0
1,0,1,0,0,0.8888888888888888
1,0,1,1,0,1.0
1,1,0,0,0,1.0
1,1,0,1,0,1.0
1,1,0,1,1,1.0
1,1,1,0,0,1.0
1,1,1,1,0,1.0
