taurus,indian,washington,income_between_50_75,hinduism,available_yhat
0,0,0,0,0,0.05155550643753108
0,0,0,0,1,0.0
0,0,0,1,0,0.06617038875103391
0,0,0,1,1,0.0
0,0,1,0,0,0.0
0,1,0,0,0,0.0425531914893617
0,1,0,0,1,0.047058823529411764
0,1,0,1,0,0.2631578947368421
0,1,0,1,1,0.0
1,0,0,0,0,0.06944444444444445
1,0,0,1,0,0.18181818181818182
1,0,0,1,1,0.0
1,1,0,0,0,0.0
1,1,0,0,1,0.0
