taurus,indian,washington,income_between_50_75,hinduism,single_yhat
0,0,0,0,0,0.9019727026578991
0,0,0,0,1,0.7878787878787878
0,0,0,1,0,0.8784119106699751
0,0,0,1,1,1.0
0,0,1,0,0,1.0
0,1,0,0,0,0.8776595744680851
0,1,0,0,1,0.9294117647058824
0,1,0,1,0,0.7894736842105263
0,1,0,1,1,1.0
1,0,0,0,0,0.8923611111111112
1,0,0,1,0,1.0
1,0,0,1,1,1.0
1,1,0,0,0,1.0
1,1,0,0,1,1.0
