income_over_75,french,german,orientation_straight,new_york,seeing_someone_yhat
0,0,0,0,0,0.0
0,0,0,0,1,0.0
0,0,0,1,0,0.0
0,0,0,1,1,0.0
0,0,1,0,0,0.0
0,0,1,1,0,0.0
0,1,0,0,0,0.0
0,1,0,1,0,0.0
0,1,1,0,0,0.0
0,1,1,1,0,0.0
1,0,0,0,0,0.0
1,0,0,1,0,0.0
1,0,1,0,0,0.0
1,0,1,1,0,0.0
1,1,0,0,0,0.0
1,1,0,1,0,0.0
1,1,0,1,1,0.0
1,1,1,0,0,0.0
1,1,1,1,0,0.0
