taurus,indian,washington,income_between_50_75,hinduism,seeing_someone_yhat
0,0,0,0,0,0.0012156711057081284
0,0,0,0,1,0.0
0,0,0,1,0,0.0
0,0,0,1,1,0.0
0,0,1,0,0,0.0
0,1,0,0,0,0.0
0,1,0,0,1,0.0
0,1,0,1,0,0.0
0,1,0,1,1,0.0
1,0,0,0,0,0.003472222222222222
1,0,0,1,0,0.0
1,0,0,1,1,0.0
1,1,0,0,0,0.0
1,1,0,0,1,0.0
