education_undergrad_university,body_type_regular,pro_dogs,employed,single_yhat
0,0,0.0,0,0.986784140969163
0,0,0.0,1,0.9952504317789291
0,0,1.0,0,0.9930555555555556
0,0,1.0,1,1.0
0,1,0.0,0,0.9914893617021276
0,1,0.0,1,0.994127068873465
0,1,1.0,0,1.0
0,1,1.0,1,1.0
1,0,0.0,0,0.9945504087193461
1,0,0.0,1,0.9959827833572453
1,0,1.0,0,1.0
1,0,1.0,1,0.9996048992493086
1,1,0.0,0,0.9926289926289926
1,1,0.0,1,0.9933199732798931
1,1,1.0,0,1.0
1,1,1.0,1,1.0
