taurus,indian,washington,income_between_50_75,hinduism,single_yhat
0,0,0,0,0,1.0
0,0,0,0,1,1.0
0,0,0,1,0,1.0
0,0,0,1,1,1.0
0,0,1,0,0,1.0
0,1,0,0,0,1.0
0,1,0,0,1,1.0
0,1,0,1,0,1.0
0,1,0,1,1,1.0
1,0,0,0,0,1.0
1,0,0,1,0,1.0
1,0,0,1,1,1.0
1,1,0,0,0,1.0
1,1,0,0,1,1.0
