income_over_75,french,german,orientation_straight,new_york,available_yhat
0,0,0,0,0,0.003947368421052632
0,0,0,0,1,0.0
0,0,0,1,0,0.00030216044719746184
0,0,0,1,1,0.0
0,0,1,0,0,0.008403361344537815
0,0,1,1,0,0.0
0,1,0,0,0,0.01
0,1,0,1,0,0.0010147133434804667
0,1,1,0,0,0.04918032786885246
0,1,1,1,0,0.0
1,0,0,0,0,0.0
1,0,0,1,0,0.0
1,0,1,0,0,0.0
1,0,1,1,0,0.0
1,1,0,0,0,0.0
1,1,0,1,0,0.0
1,1,0,1,1,0.0
1,1,1,0,0,0.0
1,1,1,1,0,0.0
