income_over_75,french,german,orientation_straight,new_york,single_yhat
0,0,0,0,0,0.9767543859649123
0,0,0,0,1,1.0
0,0,0,1,0,0.9999244598882007
0,0,0,1,1,1.0
0,0,1,0,0,0.9831932773109243
0,0,1,1,0,1.0
0,1,0,0,0,0.975
0,1,0,1,0,1.0
0,1,1,0,0,0.9344262295081968
0,1,1,1,0,1.0
1,0,0,0,0,0.95
1,0,0,1,0,1.0
1,0,1,0,0,0.7777777777777778
1,0,1,1,0,1.0
1,1,0,0,0,0.8888888888888888
1,1,0,1,0,0.9833333333333333
1,1,0,1,1,1.0
1,1,1,0,0,1.0
1,1,1,1,0,1.0
