taurus,indian,washington,income_between_50_75,hinduism,single_yhat
0,0,0,0,0,0.98585400895176
0,0,0,0,1,1.0
0,0,0,1,0,0.9942100909842845
0,0,0,1,1,1.0
0,0,1,0,0,1.0
0,1,0,0,0,0.9946808510638298
0,1,0,0,1,1.0
0,1,0,1,0,1.0
0,1,0,1,1,1.0
1,0,0,0,0,0.9895833333333334
1,0,0,1,0,1.0
1,0,0,1,1,1.0
1,1,0,0,0,1.0
1,1,0,0,1,1.0
